Indirizzo Completo,A-Codice fiscale,A-Denominazione,First A-Sede/U.L.,Average of Lat,Average of Long
"BORGO AMPIANO, 33094, PINZANO AL TAGLIAMENTO, PN",00290720937,TECNOMEK S.P.A.,UL-3,46.16477,12.898601
"BORGO AQUILEIA 12, 33057, PALMANOVA, UD",00884060526,BANCA MONTE DEI PASCHI DI SIENA S.P.A.,UL-18,45.90391,13.309984
"BORGO AQUILEIA 15, 33057, PALMANOVA, UD",02854740301,BRICIOLE DI BONTA  S.R.L.,UL-1,45.903301,13.309657
"BORGO AQUILEIA 17/C, 33057, PALMANOVA, UD",02795520309,LBG CONSULENZE ASSICURATIVE S.R.L.,UL-4,45.902846,13.309976
"BORGO AQUILEIA 2/B, 33057, PALMANOVA, UD",02940320308,IL GALLO ROSSO SRL,UL-2,45.904616,13.310103
"BORGO AQUILEIA 3, 33057, PALMANOVA, UD",01643510306,AVENUE S.R.L.,SEDE,45.90434,13.309719
"BORGO AQUILEIA 32, 33057, PALMANOVA, UD",02220530303,PREINDL & PAOLONI S.R.L.,UL-2,45.902986,13.309668
"BORGO AQUILEIA 34/A, 33057, PALMANOVA, UD",02498950308,HANGAR 34 SRL,SEDE,45.902907,13.309643
"BORGO AQUILEIA 4-6, 33057, PALMANOVA, UD",02929830301,DI ESSE FOOD SRLS,SEDE,45.904453,13.31005
"BORGO AQUILEIA 9, 33057, PALMANOVA, UD",00348170101,"UNICREDIT, SOCIETA  PER AZIONI IN FORMA ABBREVIATA UNICREDIT S.P.A.",UL-25,45.903655,13.309683
"BORGO AURORA 5, 33053, LATISANA, UD",02911900302,FACCHINI & MARSILIO S.R.L. S.T.P.,SEDE,45.782291,12.994342
"BORGO AVILLA, 33030, BUIA, UD",00167800309,DOLCIARIA PITTINI S.R.L.,UL-1,46.206097,13.110705
"BORGO BOCON 22/1, 33010, MAGNANO IN RIVIERA, UD",02390510309,L ALBERO MAGICO S.R.L.,SEDE,46.231152,13.195609
"BORGO BOMBARDIER 2, 33040, ATTIMIS, UD",02918370301,PIENIZ SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,46.198463,13.341159
"BORGO BROSSANA 28, 33043, CIVIDALE DEL FRIULI, UD",02661130308,E-COSTRUZIONI S.R.L.,SEDE,46.093903,13.437123
"BORGO CASTELLO 11, 34170, GORIZIA, GO",01194560312,IFB SRLS,UL-1,45.942848,13.628091
"BORGO CASTELLO 23, 34170, GORIZIA, GO",01194560312,IFB SRLS,UL-2,45.943354,13.627649
"BORGO CASTELLO 3, 34170, GORIZIA, GO",01194560312,IFB SRLS,SEDE,45.94243,13.628585
"BORGO CIVIDALE 11/11A, 33057, PALMANOVA, UD",02589450309,SALA GIOCHI ITALIA S.R.L.,SEDE,45.905958,13.311834
"BORGO CIVIDALE 16, 33057, PALMANOVA, UD",01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,UL-41,45.90615,13.311827
"BORGO CIVIDALE 18/B, 33057, PALMANOVA, UD",02772500308,BIEMME 2.0 SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.906262,13.312005
"BORGO CIVIDALE 20/B, 33057, PALMANOVA, UD",02217340302,C. & C. S.R.L.,UL-2,45.906316,13.31218
"BORGO CIVIDALE 24, 33057, PALMANOVA, UD",00859100265,SFRISO LIQUORI - S.R.L.,UL-1,45.906318,13.312823
"BORGO CIVIDALE 29, 33057, PALMANOVA, UD",02140850302,OTTICA EPIS GIOVANNI S.R.L.,SEDE,45.90641,13.313257
"BORGO CIVIDALE 3/B, 33057, PALMANOVA, UD",01713300307,KAUFMAN GROUP S.R.L.,SEDE,45.905695,13.311253
"BORGO CIVIDALE 30, 33057, PALMANOVA, UD",02184450308,PISACANE S.R.L.,SEDE,45.906573,13.313044
"BORGO CIVIDALE 31, 33057, PALMANOVA, UD",01145570329,B2B ADVISOR S.R.L.,SEDE,45.906484,13.313482
"BORGO CIVIDALE 34, 33057, PALMANOVA, UD",02838410302,OTTICA EPIS GIOVANNI S.R.L.,UL-2,45.906646,13.313386
"BORGO CIVIDALE 4, 33057, PALMANOVA, UD",02533140287,CENTRODET S.P.A.,UL-4,45.905799,13.311116
"BORGO COLLE 53, 33082, AZZANO DECIMO, PN",01832250938,CUOL SRL,SEDE,45.877315,12.725013
"BORGO DELLA SPERANZA 1, 33053, LATISANA, UD",02727450302,DIESSE SOCIETA  A RESPONSABILITA  LIMITATA A CAPITALE RIDOTTO,SEDE,45.779413,12.995395
"BORGO DELLA SPERANZA 25, 33053, LATISANA, UD",02547810305,SOCIETA  AGRICOLA PIRANO S.R.L.,SEDE,45.77964,12.996286
"BORGO FORNASIR S.N.C., 33052, CERVIGNANO DEL FRIULI, UD",01252330301,AUSA CERVIGNANO S.R.L.,SEDE,45.810373,13.313174
"BORGO GIROLAMO ALEANDRO 62/1, 31045, MOTTA DI LIVENZA, TV",04790480265,SH CRANES SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.775101,12.607522
"BORGO GIUSEPPE LACCHIN 1/B, 33077, SACILE, PN",01454120930,DECORI S.R.L.,SEDE,45.953567,12.498566
"BORGO GIUSEPPE LACCHIN 4, 33077, SACILE, PN",00180520934,FERRAMENTA G. LACCHIN - S.R.L.,SEDE,45.953585,12.498279
"BORGO GROTTA GIGANTE 42/B, 34010, SGONICO, TS",00941890329,AVALON - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.736734,13.749002
"BORGO GROTTA GIGANTE 42/B, 34010, SGONICO-ZGONIK, TS",00941890329,AVALON - SOCIETA  A RESPONSABILITA  LIMITATA,UL-3,45.736734,13.749002
"BORGO GROTTA GIGANTE 62, 34010, SGONICO, TS",01069410320,J MOBILE PHONES DISTRIBUTION - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.736734,13.749002
"BORGO ISOLA 2, 33010, MONTENARS, UD",97103880585,POSTE ITALIANE - SOCIETA  PER AZIONI,UL-180,46.255796,13.180377
"BORGO LACCHIN 1/C, 33077, SACILE, PN",01584330938,IMMOBILIARE SACILE S.R.L.,SEDE,45.949933,12.484314
"BORGO PICCOLI, 33040, ATTIMIS, UD",02313220309,TENUTA VALDOMINI S.AGRICOLA R.L.,SEDE,46.188266,13.305888
"BORGO POIANA 37, 33040, ATTIMIS, UD",02981540301,ALIGEN S.R.L.,SEDE,46.198463,13.341159
"BORGO PONTE 14, 33040, ATTIMIS, UD",04793440266,SICOMA S.R.L. SEMPLIFICATA,UL-1,46.195183,13.328476
"BORGO PONTE 16, 33040, ATTIMIS, UD",03016810305,CAVALLO LEGNAMI S.R.L.,SEDE,46.195275,13.328185
"BORGO RONCHI 9, 33050, TERZO D AQUILEIA, UD",01462330307,EDILTORRE S.R.L.,UL-3,45.798952,13.351341
"BORGO S. AGNESE 95, 30026, PORTOGRUARO, VE",02606380273,BLOSSOM S.R.L.,SEDE,45.770245,12.837287
"BORGO S. ANTONIO 2, 33170, PORDENONE, PN",02336790460,GENERAL NORD S.R.L.,UL-8,45.956762,12.658442
"BORGO S. ANTONIO SNC, 33029, VILLA SANTINA, UD",01924790304,PMP PRO - MEC S.P.A.,UL-2,46.413702,12.933025
"BORGO S.M. MADDALENA 2, 34072, GRADISCA D ISONZO, GO",01023220310,ARTIS ARTIGIANATO ISONTINO SERVIZI S.R.L.,UL-2,45.890037,13.494719
"BORGO S.M. MADDALENA 2/A, 34072, GRADISCA D ISONZO, GO",00538500315,SI.GI. S.R.L.,SEDE,45.889847,13.494407
"BORGO SALNITRARA 4, 43121, PARMA, PR",02781970344,UNITREC S.R.L.,SEDE,44.796912,10.326235
"BORGO SALOMON 52, 33052, CERVIGNANO DEL FRIULI, UD",05779711000,E-DISTRIBUZIONE S.P.A.,UL-9,45.821631,13.340786
"BORGO SAN MAURO 122, 34011, DUINO AURISINA, TS",01267490322,VR LIFE S.R.L.,SEDE,45.766827,13.639546
"BORGO SAN PIETRO 7/I/2, 33043, CIVIDALE DEL FRIULI, UD",02949550301,CORMOR IMMOBILIARE S.R.L.,SEDE,46.093362,13.427862
"BORGO SANT AGNESE 106, 30026, PORTOGRUARO, VE",04472030271,GRUPPO PRAVATO SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.770731,12.837335
"BORGO SANT AGNESE 62 INT9, 30026, PORTOGRUARO, VE",04549340273,CREA CHEF ITALIA S.R.L.S.,SEDE,45.771061,12.83883
"BORGO SANT ANTONIO 1, 33170, PORDENONE, PN",01682750938,IMMOBILIARE BEA S.R.L.,SEDE,45.956754,12.658176
"BORGO SANT ANTONIO 12, 33170, PORDENONE, PN",07616540964,RUSSULA ITALIA S.R.L.,SEDE,45.957161,12.657759
"BORGO SANT ANTONIO 13, 33170, PORDENONE, PN",01731650931,DONNA S.R.L.,UL-2,45.957184,12.658108
"BORGO SANT ANTONIO 4, 33170, PORDENONE, PN",01382560934,MICOL S.R.L.,SEDE,45.95773,12.657589
"BORGO SANT ANTONIO 6, 33029, VILLA SANTINA, UD",00334770302,VARNERIN S.R.L.,SEDE,46.413531,12.93119
"BORGO SANTA MARIA MADDALENA 2, 34072, GRADISCA D ISONZO, GO",01176920310,SALONE CHARM S.R.L.,UL-1,45.890037,13.494719
"BORGO SANTA MARIA MADDALENA 32/A, 34072, GRADISCA D ISONZO, GO",01174570315,FRIGONAVALE S.R.L.,SEDE,45.889071,13.487494
"BORGO SANTA MARIA MADDALENA 4, 34072, GRADISCA D ISONZO, GO",02808360305,NORTH BUILDING S.R.L.,SEDE,45.890018,13.493577
"BORGO SCHIAVOI 35, 33077, SACILE, PN",00114250939,COGES S.R.L.,SEDE,45.937449,12.500408
"BORGO TRAMONTINS 1, 33040, FAEDIS, UD",03938010240,WAYOVER SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,46.151083,13.348346
"BORGO TREDOLO SNC, 33020, FORNI DI SOTTO, UD",01904660303,DOLOMITI SPORT SRL,SEDE,46.394286,12.66985
"BORGO TREVISAN 30, 34072, GRADISCA D ISONZO, GO",02922910308,AI CASTELLIERI S.R.L.,SEDE,45.882665,13.4727
"BORGO UDINE 15, 33057, PALMANOVA, UD",02445610302,MOCA S.R.L.,SEDE,45.90631,13.308084
"BORGO UDINE 17, 33057, PALMANOVA, UD",01924250309,F.D. IMMOBILIARE SRL,SEDE,45.90637,13.308027
"BORGO UDINE 18, 33057, PALMANOVA, UD",01095870315,PROGEST CONSULTING SOCIETA  TRA PROFESSIONISTI S.R.L.,SEDE,45.906155,13.307991
"BORGO UDINE 5, 33057, PALMANOVA, UD",02629630308,A.M.E. ADVANCE MECHATRONICS ENGINEERING S.R.L.,UL-1,45.906101,13.309142
"BORGO UDINE 50, 33057, PALMANOVA, UD",02300440308,PSE S.R.L.,SEDE,45.906965,13.306041
"BORGO VENEZIA 16, 33080, FIUME VENETO, PN",97103880585,POSTE ITALIANE - SOCIETA  PER AZIONI,UL-40,45.928975,12.729832
"BORGO VENEZIA 38, 33080, FIUME VENETO, PN",00128120219,NORDWAL SPA,UL-2,45.928324,12.729496
"BORGO VENEZIA SN, 33080, FIUME VENETO, PN",02257300307,KONNER S.R.L. - SOCIETA  UNIPERSONALE,UL-1,45.927436,12.73219
"BORGO VILLA 52, 33030, MAJANO, UD",02701470300,DITTA SOLE S.R.L.,SEDE,46.184726,13.0685
"C.DA PANTANELLO S.S. 106 SNC, 75012, BERNALDA, MT",02765920737,METAPLAS S.R.L.,SEDE,40.410981,16.689595
"C.ITALIA ANG.V.S.LAZZARO 2, 34100, TRIESTE, TS",03232400048,MIROGLIO FASHION S.R.L.,UL-4,45.650933,13.772496
"C/O  BASE NATO, 33081, AVIANO, PN",05865821002,SCHITER CANTIERI - S.R.L.,UL-1,46.067754,12.581046
"C/O AUTOPORTO DI FERNETTI SN, 34016, MONRUPINO, TS",01015950320,JULIANA - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.700755,13.825948
"C/O AUTOPORTO FERNETTI SNC, 34016, MONRUPINO, TS",01105170326,TRASPORTI SERVIZI LOGISTICA S.R.L. IN FORMA ABBREVIATA T.S.L. S.R.L.,SEDE,45.700755,13.825948
"CALLE ANNUNZIATA 2, 33053, LATISANA, UD",01511280933,ESTIMO S.R.L.,UL-1,45.775991,12.995378
"CALLE APOSTOLI 2/A, 34015, MUGGIA, TS",01295930323,EDILMUGGIA S.R.L.,SEDE,45.604206,13.767826
"CALLE ARRIGO 12, 33053, LATISANA, UD",01586310938,SOCIALTEAM SRL,UL-4,45.77762,12.99477
"CALLE CORBATTO 11, 34073, GRADO, GO",00433260312,CANEVON S.R.L.,SEDE,45.6771,13.384793
"CALLE CORONA 18, 34072, GRADISCA D ISONZO, GO",00499620318,NITAG S.R.L.,SEDE,45.889041999999996,13.503048999999999
"CALLE CORONA 2, 34072, GRADISCA D ISONZO, GO",00372210310,ALBA S.R.L.,SEDE,45.889791000000024,13.502556999999998
"CALLE DE BERNARDIS 34, 34015, MUGGIA, TS",01352230328,TED RESTAURI SRL,SEDE,45.603402,13.767988
"CALLE DEI PANCERA 5, 34015, MUGGIA, TS",01281920320,PANE E PIZZA S.R.L.S.,UL-4,45.603415,13.76745
"CALLE DEL TORESIN 12/5, 31046, ODERZO, TV",02243290265,ELMA S.R.L.,SEDE,45.782651,12.49477
"CALLE DELL ANNUNZIATA 10, 33053, LATISANA, UD",00589320308,AGRITUR S.R.L.,SEDE,45.776205,12.995879
"CALLE DELL ANNUNZIATA 2, 33053, LATISANA, UD",02245140302,IMMOBILIARE 52 S.R.L.,SEDE,45.775991,12.995378
"CALLE DELL ANNUNZIATA 28, 33053, LATISANA, UD",02446640308,DIMORE S.R.L.,UL-1,45.777573,12.995634
"CALLE DELL ANNUNZIATA 6, 33053, LATISANA, UD",02073290302,SPACE 1999 S.R.L.,SEDE,45.775783,12.995352
"CALLE MERLATO 4, 34073, GRADO, GO",00326480316,2050 HOLDING SRL,SEDE,45.68177400000001,13.386399000000006
"CALLE MONFERA  1, 34073, GRADO, GO",01149700310,SPA.DA S.R.L.,UL-4,45.681774,13.386399
"CALLE MOZART 1, 33054, LIGNANO SABBIADORO, UD",01943290237,MOZART S.R.L.,UL-1,45.661754,13.101886
"CALLE MOZART 16, 33054, LIGNANO SABBIADORO, UD",00681970273,AGENZIA D AFFARI INTERNATIONAL - S.R.L.,UL-3,45.661446,13.102815
"CALLE OBERDAN 1, 34015, MUGGIA, TS",01184110326,PUNTA SOTTILE S.R.L.,SEDE,45.603827,13.767312
"CALLE PORTA PICCOLA 16, 34073, GRADO, GO",02812950307,ANDRONA S.R.L.,SEDE,45.676739,13.384938
"CALLE PORTA PICCOLA 4/6, 34073, GRADO, GO",02812950307,ANDRONA S.R.L.,UL-1,45.681774,13.386399
"CALLE PRASSITELE 2, 33054, LIGNANO SABBIADORO, UD",02130560309,FA.GU. S.R.L.,SEDE,45.656168,13.099105
"CALLE RINALDIS 2, 33078, SAN VITO AL TAGLIAMENTO, PN",01127520938,CENTIS & ASSOCIATI SRL SOCIETA  TRA PROFESSIONISTI,SEDE,45.91395,12.85627
"CALLE TIEPOLO 2, 34015, MUGGIA, TS",00109340323,EDGAR H. GREENHAM & C. - S.R.L.,UL-4,45.604547,13.767066
"CALLE TIEPOLO 4, 34015, MUGGIA, TS",00715710323,GGP CONSULTING - S.R.L.,SEDE,45.604567,13.76713
"CALLE TIEPOLO 9/A, 34015, MUGGIA, TS",01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-5,45.604334,13.76718
"CALLE VERDI 12, 34015, MUGGIA, TS",01281920320,PANE E PIZZA S.R.L.S.,UL-6,45.604144,13.766451
"CALLE VERDI 6/B, 34015, MUGGIA, TS",01199500321,LEONARDO GAMES S.R.L.,SEDE,45.6044,13.766815
"CALLE ZANINI 11, 34073, GRADO, GO",01015100314,NONSOLOFRUTTA S.R.L.,UL-2,45.681774,13.386399
"CALLE ZANINI 3/5, 34073, GRADO, GO",01223050327,COSTRURISTO GEST SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.681774,13.386399
"CAMILLO BENSO CONTE DI CAVOUR 20, 33100, UDINE, UD",02794250304,COPERNICO INNOVAZIONE S.R.L.,SEDE,46.05677,13.24165
"CAMPO BELVEDERE 3/5, 34135, TRIESTE, TS",01246720328,EDILNORD M.M. SRLS,SEDE,45.659578,13.773154
"CAMPO BELVEDERE 7/13, 34135, TRIESTE, TS",02843980240,DMS SRL - UNIPERSONALE,UL-1,45.659431,13.772788
"CAMPO DEL BELVEDERE 2, 34135, TRIESTE, TS",00932720329,RETE - SOCIETA  A RESPONSABILITA  LIMITATA UNIPERSONALE,UL-12,45.65919,13.773266
"CAMPO DEL BELVEDERE 6, 34135, TRIESTE, TS",00517950325,BELVEDERE S.R.L.,SEDE,45.659293,13.772767
"CAMPO MARZIO - CORTE PELIZZA 6/E, 33077, SACILE, PN",01514350931,L ACCADEMIA S.R.L.,SEDE,45.954053,12.508961
"CAMPO MARZIO 22, 33077, SACILE, PN",01524590930,DYSITH SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.95241,12.500607
"CAMPO MARZIO 24, 33077, SACILE, PN",01498640935,FADALTI IMMOBILIARE S.R.L.,SEDE,45.952292,12.500677
"CAMPO MARZIO 31, 33077, SACILE, PN",00799960158,INTESA SANPAOLO SPA,UL-11,45.953046,12.500687
"CAMPO MARZIO 33, 33077, SACILE, PN",01088990930,IMMOBILIARE LA STELLA S.R.L.,SEDE,45.952933,12.500973
"CAMPO MARZIO 5, 33077, SACILE, PN",01839990932,GI.MA. SRL,SEDE,45.952973,12.501171
"CAMPO MARZIO 6, 34123, TRIESTE, TS",00796090322,FINMEDIA - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.644497,13.757307
"CAMPO MARZIO 6/F, 33077, SACILE, PN",01816750937,ARKESI S.R.L.,UL-1,45.952879,12.501001
"CAMPO MARZIO 6/L, 33077, SACILE, PN",01833280934,D\SEGNO S.R.L.,SEDE,45.952724,12.501091
"CAMPO MARZIO 6/T, 33077, SACILE, PN",01055350936,DATEL S.R.L.,SEDE,45.952879,12.501001
"CAMPO MARZIO 6S, 33077, SACILE, PN",01897240931,DODO VERACE PIZZA NAPOLETANA S.R.L.,UL-1,45.952632,12.500624
"CAMPO MARZIO, CORTE PELIZZA INT. 3/A, 33077, SACILE, PN",01560710939,PROJECT CONTRACT S.R.L.,SEDE,45.953336,12.501301
"CAMPO MARZIO, CORTE PELIZZA, 33077, SACILE, PN",01034780930,DA RE S.R.L.,UL-1,45.953336,12.501301
"CAMPO PORTA NUOVA 12, 34073, GRADO, GO",04374000273,MALIBU  S.R.L.,UL-1,45.677137,13.385254
"CAMPO PORTA NUOVA 21, 34073, GRADO, GO",02217340302,C. & C. S.R.L.,UL-1,45.677374,13.384791
"CAMPO PORTA NUOVA 4, 34073, GRADO, GO",04074320963,J ME S.R.L.,UL-1,45.677153,13.385428
"CAMPO S.GIACOMO 19, 34137, TRIESTE, TS",00348170101,"UNICREDIT, SOCIETA  PER AZIONI IN FORMA ABBREVIATA UNICREDIT S.P.A.",UL-41,45.643384,13.77888
"CAMPO SAN GIACOMO 16/I, 34137, TRIESTE, TS",08593300588,SABA ITALIA S.P.A,UL-4,45.642928,13.778565
"CAMPO SAN GIACOMO 17, 34137, TRIESTE, TS",01266890324,POLIDORI VENDING S.R.L.,UL-3,45.643023,13.778521
"CAMPO SAN GIACOMO 18, 34137, TRIESTE, TS",01106510322,MAIAEXPRESS S.R.L. - UNIPERSONALE,UL-1,45.643316,13.778716
"CAMPO SAN GIACOMO 18, 34144, TRIESTE, TS",02217420468,BCASSICURA S.R.L.,UL-1,45.633794,13.780086
"CAMPO SAN GIACOMO 2, 34137, TRIESTE, TS",01145670327,OTTICA INN AFFARI S.R.L.,UL-2,45.643309,13.779604
"CAMPO SAN GIACOMO 22/B, 34137, TRIESTE, TS",01084910312,ISTITUTO ACUSTICO PONTONI S.R.L.,UL-2,45.643467,13.779036
"CAMPO SAN GIACOMO 3, 34137, TRIESTE, TS",01319630321,DIAGRA S.R.L.,SEDE,45.643101,13.779807
"CAMPO SAN GIACOMO 4, 34137, TRIESTE, TS",00757840327,INIZIATIVE EDILI COMMERCIALI - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.642919,13.78009
"CAMPO SAN LUIGI 2, 34123, TRIESTE, TS",00659410328,TIMPERI TRIESTE - S. A R.L.,UL-1,45.646508,13.761921
"CAMPO SAN NICETA 1, 34073, GRADO, GO",01149700310,SPA.DA S.R.L.,UL-1,45.677363,13.384151
"CAMPO SAN NICETA 2, 34073, GRADO, GO",01149700310,SPA.DA S.R.L.,UL-2,45.677455,13.38413
"CAMPO SAN NICETA 5, 34073, GRADO, GO",01149700310,SPA.DA S.R.L.,SEDE,45.677363,13.384151
"CANAL DEI DOTTORI S/N, 34074, MONFALCONE, GO",03685860276,RES S.R.L.,UL-1,45.805047,13.533173
"CANALE MORGO 10, 34073, GRADO, GO",80003250935,SOCIETA  AGRICOLA VAL NOGHERA S.R.L.,SEDE,45.69474,13.452553
"CANALE PESCHIERA GRANDE SN, 34011, DUINO-AURISINA, TS",01158910313,MIRAMAR SRL,UL-1,45.786005,13.585951
"CANALE VIA IV NOVEMBRE 7, 34170, GORIZIA, GO",03845640048,SAGRADO ENERGIA SRL,UL-1,45.943885,13.59933
"CANALUTTO 54, 33040, FAEDIS, UD",02851990305,SILVA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,46.1434,13.367663
"CAPO DI PIAZZA 1, 34121, TRIESTE, TS",01095090328,AMBASSADOR 2 S.R.L.,SEDE,45.649788,13.769144
"CAPO DI PIAZZA BARTOLI 1A, 34121, TRIESTE, TS",01005950322,MC EYE GROUP S.R.L.,UL-4,45.649788,13.769144
"CAPO DI PIAZZA GIANNI BARTOLI 1, 34121, TRIESTE, TS",01266620325,CONSULTING & SERVICE S.P.A.,SEDE,45.649985,13.769202
"CAPO DI PIAZZA GIANNI BARTOLI 2, 34125, TRIESTE, TS",01122710328,ICE - SOCIETA  A RESPONSABILITA  LIMITATA,UL-3,45.65175,13.781603
"CAPO DI PIAZZA MONS. SANTIN 1/B, 34121, TRIESTE, TS",01254110321,FAGI - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.649311,13.767922
"CASALI 44, 33080, PRATA DI PORDENONE, PN",02277510265,PIEFFE UNION S.P.A.,UL-2,45.884037,12.569238
"CASALI BRAGAGNON 0, 33056, PALAZZOLO DELLO STELLA, UD",02568800300,SP 09 S.R.L.,UL-1,45.803508,13.080766
"CASALI BRONZAN 1, 33056, PALAZZOLO DELLO STELLA, UD",01457790309,MARINA STELLA S.R.L.,UL-1,45.76925,13.07698
"CASALI CHIASALP 1/1, 33040, MOIMACCO, UD",00990330300,SOCIETA  AGRICOLA CHIASALP SRL,SEDE,46.104683,13.375951
"CASALI ISOLA AUGUSTA 4, 33056, PALAZZOLO DELLO STELLA, UD",01536360306,AZIENDA AGRICOLA ISOLA AUGUSTA - S. A R.L.,SEDE,45.803508,13.080766
"CASALI MARIANIS 1, 33056, PALAZZOLO DELLO STELLA, UD",01725120933,TENUTA MARIANIS S.R.L. SOCIETA  AGRICOLA,UL-1,45.803508,13.080766
"CASALI MOLINO CAINERO 20/4, 33047, REMANZACCO, UD",01899810301,EDILANZUTTI S.R.L.,SEDE,46.073375,13.33459
"CASALI OTELLIO 7, 33040, PREMARIACCO, UD",02267200307,LA MOZZA S.R.L. - SOCIETA  AGRICOLA,SEDE,46.057393,13.394197
"CASALI SPINGION 3, 33050, MARANO LAGUNARE, UD",01779820305,MOLLUSCHICOLTURA MARANESE SOCIETA  AGRICOLA A RESPONSABILITA  LIMITATA,UL-3,45.765724,13.168044
"CASE MARSURA GUGLIOLA 16, 33047, REMANZACCO, UD",02640060303,ADAMI TRASPORTI S.R.L.,SEDE,46.10939,13.327327
"CASELLA 64, 34077, RONCHI DEI LEGIONARI, GO",01170030934,S.A.F. - SERVIZI AEREI FRIULGIULIANI S.R.L.,UL-1,45.826644,13.470089
"CASELLA POSTALE 120, 33053, LATISANA, UD",02243170301,OPERA S.R.L.,SEDE,45.782291,12.994342
"CASELLA POSTALE CASELLA POSTALE 15, 33054, LIGNANO SABBIADORO, UD",03520880273,PROMOSERVICE S.R.L.,SEDE,45.668555,13.104086
"CASELLA POSTALE POSTALE 120, 33053, LATISANA, UD",01999890302,GIOIA S.R.L.,SEDE,45.782291,12.994342
"CASTELLO DI DUINO SNC, 34013, DUINO-AURISINA, TS",01038680326,CASTELLO DI DUINO S.R.L.,SEDE,45.772055,13.603984
"CATERINA PERCOTO 8, 33100, UDINE, UD",01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-20,46.056618,13.238748
"CAVA DENOM.  GRAVE DI MARSURE, 33081, AVIANO, PN",01275010930,MOZZON DANIELE S.R.L.,UL-2,46.100594,12.592884
"CAVA DI SISTIANA, 34013, DUINO-AURISINA, TS",01053540314,ICATER S.R.L.,UL-1,45.773277,13.640016
"CAVA VALCOLLINA-PORTOCOZZI SNC, 33026, PALUZZA, UD",01866410309,RT CAVE S.R.L.,UL-3,46.529479,13.019768
"CAVE DEL PREDIL SNC, 33018, TARVISIO, UD",02458660301,EURO&PROMOS FM SOCIETA  PER AZIONI IN FORMA ABBREVIATA EURO&PROMOS FM S.P.A.,UL-9,46.442103,13.570913
"CENTRO COMM. ALL INGROS. SET.A 26, 33170, PORDENONE, PN",01630130936,OPGA CREA SRL,UL-2,45.956368,12.661452
"CENTRO COMM.LE ALL INGROSSO 28, 33170, PORDENONE, PN",01402600934,SERAFINI FERRAMENTA S.R.L.,SEDE,45.956368,12.661452
"CENTRO COMMERCIALE INGROSSO A1/12, 33170, PORDENONE, PN",01075330934,SATEL GROUP S.R.L.,SEDE,45.956368,12.661452
"CENTRO DIREZIONALE DI NAPOLI G/1, 80143, NAPOLI, NA",00518390315,ISO.C. S.R.L.,SEDE,40.858211,14.281488
"CENTRO DIREZIONALE ISOLA G/1 SN, 80143, NAPOLI, NA",08541751213,ATOHM SERVICE S.R.L.,SEDE,40.858312,14.283567
"CENTRO INGROSSO SETT B4 NC, 33170, PORDENONE, PN",04488370281,VIDEOMED S.R.L.,UL-1,45.942643,12.678759
"CENTRO INGROSSO SETTORE A2/28 60, 33170, PORDENONE, PN",05083420637,FOCELDA S.P.A.,UL-1,45.956368,12.661452
"CHIANDARENS SNC, 33024, FORNI DI SOPRA, UD",02990860302,GIAF S.R.L.,UL-1,46.423897,12.57873
"CIRCONVALAZIONE SUD 56, 33033, CODROIPO, UD",13050241002,GLOBAL SERVICE SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.955835,12.979291
"CIRCONVALLAZIONE GIANICOLENSE 112/G, 152, ROMA, RM",12847401002,CONFIANZA GROUP S.R.L.,SEDE,41.871034,12.456654
"CIRCONVALLAZIONE IDROSCALO SNC, 20090, SEGRATE, MI",01442240030,IBM ITALIA S.P.A.,SEDE,45.46293,9.292045
"CIRCONVALLAZIONE PIAZZA D ARMI 74, 48122, RAVENNA, RA",00070960398,MARITTIMA RAVENNATE SPA,SEDE,44.413889,12.210536
"CIRCONVALLAZIONE SUD 44, 33033, CODROIPO, UD",01789930300,TERMONOVA S.P.A.,UL-11,45.955759,12.977989
"CIS ISOLA 1 TORRE1 INT.132 P.3 SNC, 80035, NOLA, NA",07714221210,C4 SRL,SEDE,40.959812,14.481065
"CIVOLO DELLO SCHIOPPETTINO 21, 33100, UDINE, UD",02501760280,LIFEBRAIN VENETO LAB S.R.L.,UL-1,46.058824,13.232099
